text,intents,slots
would it be possible to get an overdraft up to 600 pounds for the next 4 months?,"['overdraft', 'make_open_apply_setup_get_activate']","{'date_period': {'value': 'next 4 months', 'span': [66, 79], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 4, 'year': 2022}, 'to': {'day': 1, 'month': 8, 'year': 2022}}}, 'amount_of_money': {'value': '600 pounds', 'span': [47, 57], 'norm_value': {'amount': 600.0, 'currency': 'GBP'}}}"
set up a direct debit with cabs,"['direct_debit', 'make_open_apply_setup_get_activate']","{'company_name': {'value': 'cabs', 'span': [27, 31], 'norm_value': 'cabs'}}"
just one,,"{'number': {'value': 'one', 'span': [5, 8], 'norm_value': 1}}"
I lost it,['lost_stolen'],
how much extra would I pay when exchanging pounds to euros in Italy?,"['how_much', 'fees_interests', 'international', 'make_open_apply_setup_get_activate']",
this was definitely more!,['more_higher_after'],
no need,['deny'],
can you explain me why is there a $52.36 transaction today at 15 35 afternoon,"['why', 'transfer_payment_deposit']","{'time': {'value': '15 35 afternoon', 'span': [62, 77], 'norm_value': {'hour': 15, 'minute': 35}}, 'date': {'value': 'today', 'span': [53, 58], 'norm_value': {'day': 15, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '$52.36', 'span': [34, 40], 'norm_value': {'amount': 52.36, 'currency': 'USD'}}}"
"Yes, I wanted to check my balance","['affirm', 'balance', 'request_info']",
these are the personal details that you need to provide for the loan,['loan'],
i needed to be refunded from some fees but i did not get the money back yet,"['refund', 'wrong_notworking_notshowing', 'fees_interests']",
kill it on the 21 March,['cancel_close_leave_freeze'],"{'date': {'value': '21 March', 'span': [15, 23], 'norm_value': {'day': 21, 'month': 3, 'year': 2022}}}"
on how to make this work,['how'],
I lost it some days ago,['lost_stolen'],"{'date': {'value': 'some days ago', 'span': [10, 23], 'norm_value': 'ambiguous'}}"
i don't need anything else,['deny'],
How much would you charge for a transfer of 56.79 pounds to a EU country?,"['how_much', 'transfer_payment_deposit', 'fees_interests', 'international']","{'amount_of_money': {'value': '56.79 pounds', 'span': [44, 56], 'norm_value': {'amount': 56.79, 'currency': 'GBP'}}}"
that was the overdraft info I was looking for,['overdraft'],
a room for 3 adults,,"{'adults': {'value': '3', 'span': [11, 12], 'norm_value': 3}, 'rooms': {'value': 'a room', 'span': [0, 6], 'norm_value': 1}}"
24th Jan 2016,,"{'date': {'value': '24th Jan 2016', 'span': [0, 13], 'norm_value': {'day': 24, 'month': 1, 'year': 2016}}}"
yes make the transfer,"['affirm', 'make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
im not sure if its a transfer,"['dont_know', 'transfer_payment_deposit']",
can i get motor insurance?,"['request_info', 'make_open_apply_setup_get_activate']",
10 days for 1 starting tomorrow,,"{'date_period': {'value': '10 days', 'span': [0, 7], 'norm_values': {'type': 'relative', 'days': 10}}, 'date_from': {'value': 'tomorrow', 'span': [23, 31], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'adults': {'value': '1', 'span': [12, 13], 'norm_value': 1}}"
How do I check my balance?,"['balance', 'request_info']",
It's about an existing payee,['existing'],
why is the gym closed during the next week,"['why', 'gym', 'wrong_notworking_notshowing']","{'date_period': {'value': 'next week', 'span': [33, 42], 'norm_values': {'type': 'absolute', 'from': {'day': 21, 'month': 3, 'year': 2022}, 'to': {'day': 27, 'month': 3, 'year': 2022}}}}"
It was a money transfer,['transfer_payment_deposit'],
i made a 9700 pounds transfer 7 days ago and it is still pending,"['wrong_notworking_notshowing', 'transfer_payment_deposit']","{'date': {'value': '7 days ago', 'span': [30, 40], 'norm_value': {'day': 8, 'month': 3, 'year': 2022}}, 'amount_of_money': {'value': '9700 pounds', 'span': [9, 20], 'norm_value': {'amount': 9700.0, 'currency': 'GBP'}}}"
why was it declined?,"['wrong_notworking_notshowing', 'why']",
"No, I don't want you to read it","['request_info', 'deny']",
it relates to my business one in the app I think,['business'],
its the account I'm using to save money,"['savings', 'account']",
When can I expect my new credit card to come?,"['arrival', 'credit', 'card', 'when', 'new']",
Speak to someone about room service,"['room_service', 'handoff']",
in what way can that be done?,['how'],
"yeah, please proceed",['affirm'],
How should I prepare that information,['how'],
What happened with that 68.26$ transfer to rea cote?,"['request_info', 'transfer_payment_deposit']","{'amount_of_money': {'value': '68.26$', 'span': [24, 30], 'norm_value': {'amount': 68.26, 'currency': 'USD'}}, 'person_name': {'value': 'rea cote', 'span': [43, 51], 'norm_value': 'rea cote'}}"
Do you directly charge my current account when I use this debit card?,"['current', 'card', 'request_info', 'account', 'debit', 'transfer_payment_deposit']",
I want to access the key info on all my accounts.,"['account', 'make_open_apply_setup_get_activate']",
its a new one,['new'],
to be honest i have no idea,['dont_know'],
Give me the list of all the transactions from 2019,"['request_info', 'transfer_payment_deposit']","{'date_from': {'value': '2019', 'span': [46, 50], 'norm_value': {'day': 1, 'month': 1, 'year': 2019}}}"
I paid by card,"['card', 'transfer_payment_deposit']",
thanks you for the balance update,"['thank', 'balance']",
I want to top up,"['make_open_apply_setup_get_activate', 'transfer_payment_deposit']",
can we start at 10 to 1 afternoon?,['request_info'],"{'time_from': {'value': '10 to 1 afternoon', 'span': [16, 33], 'norm_value': {'hour': 12, 'minute': 50}}}"
I never said that,['deny'],
ill use a cheque,['cheque'],
I sent money to an existing payee but it didn't go through,"['wrong_notworking_notshowing', 'transfer_payment_deposit', 'existing']",
"I know, I tried it in my online app like 10 times! send that to my debit card","['debit', 'make_open_apply_setup_get_activate', 'card', 'affirm']",
it looks to make a reservation I am arriving on Tuesday and leaving on Sunday,"['booking', 'make_open_apply_setup_get_activate']","{'date_from': {'value': 'Tuesday', 'span': [48, 55], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}, 'date_to': {'value': 'Sunday', 'span': [71, 77], 'norm_value': {'day': 20, 'month': 3, 'year': 2022}}}"
"please schedule later check out if possible, 12 would be good.","['make_open_apply_setup_get_activate', 'more_higher_after', 'check_out']","{'time': {'value': '12', 'span': [45, 47], 'norm_value': {'hour': 12, 'minute': 0}}}"
I can't seem to connect to the wifi.,"['wifi', 'wrong_notworking_notshowing']",
What additional food shopping expenses have I incurred in the last 3 months,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'last 3 months', 'span': [62, 75], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 12, 'year': 2021}, 'to': {'day': 1, 'month': 3, 'year': 2022}}}, 'shopping_category': {'value': 'food shopping', 'span': [16, 29], 'norm_value': 'food shopping'}}"
"So I surpassed my overdraft limit? That's not good, can I talk to someone?","['overdraft', 'limits', 'handoff', 'more_higher_after']",
"thank you, do you have any slots from 8 to 9 pm?","['thank', 'request_info']","{'time_from': {'value': '8', 'span': [38, 39], 'norm_value': {'hour': 8, 'minute': 0}}, 'time_to': {'value': '9 pm', 'span': [43, 47], 'norm_value': {'hour': 21, 'minute': 0}}}"
about current,['current'],
when is gym opening in the morning?,"['when', 'gym']","{'time_period': {'value': 'morning', 'span': [27, 34], 'norm_values': {'type': 'absolute', 'from': {'hour': 0, 'minute': 0}, 'to': {'hour': 12, 'minute': 0}}}}"
can you tell me more detail about the spa,"['request_info', 'spa']",
how about Sep 27?,['request_info'],"{'date': {'value': 'Sep 27', 'span': [10, 16], 'norm_value': {'day': 27, 'month': 9, 'year': 2022}}}"
"my wife is disabled, so I hope there won't be any problems with that.",['accesibility'],
I want a new credit card,"['credit', 'card', 'make_open_apply_setup_get_activate', 'new']",
I don't have my card with me so I hope that google storage also accepts cash or cheques.,"['cheque', 'card', 'transfer_payment_deposit']","{'company_name': {'value': 'google storage', 'span': [44, 58], 'norm_value': 'google storage'}}"
"Hi, please could I book a family suite one double, one single 2 adults and one child from 1-31st of December. Is breakfast included?","['booking', 'make_open_apply_setup_get_activate', 'greet', 'request_info']","{'date_from': {'value': '1', 'span': [90, 91], 'norm_value': {'day': 1, 'month': 1, 'year': 2022}}, 'date_to': {'value': '31st of December', 'span': [92, 108], 'norm_value': {'day': 31, 'month': 12, 'year': 2022}}, 'kids': {'value': 'one', 'span': [75, 78], 'norm_value': 1}, 'adults': {'value': '2', 'span': [62, 63], 'norm_value': 2}, 'rooms': {'value': 'a family suite', 'span': [24, 38], 'norm_value': 1}}"
"yep, leaving tomorrow evening",['affirm'],"{'date_to': {'value': 'tomorrow', 'span': [13, 21], 'norm_value': {'day': 16, 'month': 3, 'year': 2022}}, 'time_period': {'value': 'evening', 'span': [22, 29], 'norm_values': {'type': 'absolute', 'from': {'hour': 18, 'minute': 0}, 'to': {'hour': 0, 'minute': 0}}}}"
hi can i make a spa booking for Tuesday at 10 past 16 for 2 people,"['greet', 'make_open_apply_setup_get_activate', 'spa', 'booking']","{'time': {'value': '10 past 16', 'span': [43, 53], 'norm_value': {'hour': 16, 'minute': 10}}, 'date': {'value': 'Tuesday', 'span': [32, 39], 'norm_value': {'day': 22, 'month': 3, 'year': 2022}}, 'people': {'value': '2', 'span': [58, 59], 'norm_value': 2}}"
no kids,,"{'kids': {'value': 'no kids', 'span': [0, 7], 'norm_value': 0}}"
its debit,['debit'],
how much did i spend on telegraph subscription the week of the 1st,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'the week of the 1st', 'span': [47, 66], 'norm_values': {'type': 'absolute', 'from': {'day': 4, 'month': 4, 'year': 2022}, 'to': {'day': 10, 'month': 4, 'year': 2022}}}, 'company_name': {'value': 'telegraph subscription', 'span': [24, 46], 'norm_value': 'telegraph subscription'}}"
I want to schedule a meeting with somebody at your branch around Grenville Street,"['appointment', 'make_open_apply_setup_get_activate']",
There are 3 adults in my group.,,"{'adults': {'value': '3', 'span': [10, 11], 'norm_value': 3}}"
How long do I have to wait?,['how_long'],
15 to 19,,"{'time': {'value': '15 to 19', 'span': [0, 8], 'norm_value': {'hour': 18, 'minute': 45}}}"
see you in a few days,['end_call'],
can we switch the date of that payment to two days from now?,"['change', 'transfer_payment_deposit']","{'date_to': {'value': 'two days from now', 'span': [42, 59], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
how much did I spend on bills in January,"['how_much', 'transfer_payment_deposit']","{'date_period': {'value': 'January', 'span': [33, 40], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2023}, 'to': {'day': 31, 'month': 1, 'year': 2023}}}, 'shopping_category': {'value': 'bills', 'span': [24, 29], 'norm_value': 'bills'}}"
"I transferred some money to my mum overseas last month, but this is still pending. What the hell?","['wrong_notworking_notshowing', 'international', 'transfer_payment_deposit', 'why']",
"no, I've been waiting for the reimbursement for too long now.","['refund', 'wrong_notworking_notshowing', 'deny']",
Which way can I increase the overdraft for my current account?,"['overdraft', 'more_higher_after', 'current', 'how', 'account', 'change']",
What is that,['request_info'],
it will start at 11:00 evening,,"{'time_from': {'value': '11:00 evening', 'span': [17, 30], 'norm_value': {'hour': 23, 'minute': 0}}}"
tell me what it says,['request_info'],
which month during last year did I spend less on rental bikes,"['when', 'less_lower_before', 'transfer_payment_deposit']","{'date_period': {'value': 'last year', 'span': [19, 28], 'norm_values': {'type': 'absolute', 'from': {'day': 1, 'month': 1, 'year': 2021}, 'to': {'day': 31, 'month': 12, 'year': 2021}}}, 'shopping_category': {'value': 'rental bikes', 'span': [49, 61], 'norm_value': 'rental bikes'}}"
I have a room booking for next Saturday I am going to need to make some amendments,"['existing', 'booking', 'change']","{'date_from': {'value': 'next Saturday', 'span': [26, 39], 'norm_value': {'day': 26, 'month': 3, 'year': 2022}}}"
me with my mom and dad,,"{'adults': {'value': 'me with my mom and dad', 'span': [0, 22], 'norm_value': 3}}"
Please give me the time 8:00 evening,,"{'time': {'value': '8:00 evening', 'span': [24, 36], 'norm_value': {'hour': 20, 'minute': 0}}}"
"I couldn't make any payments for the last 3 days, they were all declined","['wrong_notworking_notshowing', 'transfer_payment_deposit']","{'date_period': {'value': 'last 3 days', 'span': [37, 48], 'norm_values': {'type': 'absolute', 'from': {'day': 12, 'month': 3, 'year': 2022}, 'to': {'day': 15, 'month': 3, 'year': 2022}}}}"
I'm leaving on Thursday,,"{'date_to': {'value': 'Thursday', 'span': [15, 23], 'norm_value': {'day': 17, 'month': 3, 'year': 2022}}}"
how long do i have to wait after a transfer to be able to get cash from an ATM?,"['transfer_payment_deposit', 'withdrawal', 'how_long', 'more_higher_after']",
how much is breakfast for 5?,"['how_much', 'restaurant']","{'people': {'value': '5', 'span': [26, 27], 'norm_value': 5}}"
Can I change the date for a speficic scheduled transfer in my current account?,"['change', 'account', 'transfer_payment_deposit', 'current']",
I can't say,['dont_know'],
no no not right now,['deny'],
that is not my name,['deny'],
starting on the 27th January 2022,,"{'date_from': {'value': '27th January 2022', 'span': [16, 33], 'norm_value': {'day': 27, 'month': 1, 'year': 2022}}}"
Yes that is my number.,['affirm'],
please explain me the reason for it being higher than last time,"['more_higher_after', 'why']",
why am I being charged 72.26 dollars on london taxi the 28th of each month,"['why', 'transfer_payment_deposit']","{'date_period': {'value': '28th of each month', 'span': [56, 74], 'norm_values': {'type': 'periodic'}}, 'amount_of_money': {'value': '72.26 dollars', 'span': [23, 36], 'norm_value': {'amount': 72.26, 'currency': 'USD'}}, 'company_name': {'value': 'london taxi', 'span': [40, 51], 'norm_value': 'london taxi'}}"
Do I have to pay for WiFi?,"['how_much', 'wifi']",
"ok, when do I need to check out the latest?","['limits', 'check_out', 'acknowledge', 'when', 'more_higher_after']",
can i increase my overdraft?,"['overdraft', 'change', 'more_higher_after', 'request_info']",
We're coming next Friday.,,"{'date': {'value': 'next Friday', 'span': [13, 24], 'norm_value': {'day': 25, 'month': 3, 'year': 2022}}}"
